yr_released,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
2012,White - Non-Hispanic,Under 25,B Felony,Drug,Trafficking,Parole,2JD,No,Yes,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,1JD,No,No,Male
2012,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Sex,Parole,ISC,No,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,55 and Older,D Felony,Public Order,Weapons,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,ISC,No,No,Female
2012,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,4JD,No,No,Male
2012,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Parole,6JD,No,Yes,Male
2012,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,6JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,2JD,No,No,Male
2012,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,45-54,D Felony,Property,Arson,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,No,No,Male
2012,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,Under 25,D Felony,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,Yes,Male
2012,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Public Order,Traffic,Parole,5JD,No,Yes,Male
2012,,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Other Violent,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,2JD,Yes,No,Male
2012,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,ISC,No,No,Male
2012,White - Hispanic,Under 25,B Felony,Drug,Trafficking,Parole,ISC,No,Yes,Male
2012,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,35-44,B Felony,Property,Arson,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,No,Female
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,5JD,No,No,Male
2012,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,4JD,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,4JD,No,No,Male
2012,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,Yes,Yes,Female
2012,American Indian or Alaska Native - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,Yes,Female
2012,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole,2JD,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,2JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Violent,Robbery,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,2JD,No,Yes,Male
2012,Black - Non-Hispanic,Under 25,D Felony,Public Order,Weapons,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,55 and Older,D Felony,Public Order,OWI,Parole,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,Parole,1JD,Yes,Yes,Female
2012,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,45-54,B Felony,Violent,Robbery,Parole,5JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Parole,7JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,7JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,ISC,No,No,Male
2012,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,ISC,No,No,Male
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Yes,Female
2012,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Parole,7JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Female
2012,Black - Non-Hispanic,Under 25,D Felony,Property,Arson,Discharged – End of Sentence,,No,No,Female
2012,White - Hispanic,25-34,C Felony,Property,Arson,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,No,Female
2012,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Female
2012,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Drug,Drug Possession,Parole,7JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,No,Yes,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,No,Male
2012,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,3JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Special Sentence,6JD,No,Yes,Male
2012,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,No,Female
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Other Violent,Discharged – End of Sentence,,Yes,No,Female
2012,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Murder/Manslaughter,Parole,3JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,No,Female
2012,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,5JD,Yes,Yes,Male
2012,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,Serious Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,6JD,Yes,Yes,Male
2012,Black - Non-Hispanic,35-44,D Felony,Other,Special Sentence Revocation,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Female
2012,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,No,Yes,Male
2012,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Special Sentence,3JD,No,Yes,Male
2012,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,6JD,Yes,Yes,Male
2012,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,No,Male
2012,White - Non-Hispanic,35-44,Special Sentence 2005,Violent,Sex,Special Sentence,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Parole,7JD,No,No,Male
2012,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,45-54,D Felony,Drug,Trafficking,Parole,6JD,No,Yes,Male
2012,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,5JD,Yes,Yes,Male
2012,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,ISC,No,Yes,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
2012,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,No,Male
