race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male
White - Hispanic,30,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
American Indian or Alaska Native - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,60,D Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Sex,Released to Special Sentence,5JD,No,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Sex,Released to Special Sentence,5JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Violent,Sex,Released to Special Sentence,8JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Female
American Indian or Alaska Native - Non-Hispanic,20,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,C Felony,Other,Other Violent,Parole Granted,6JD,No,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Paroled to Detainer - Iowa,7JD,Yes,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,50,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,20,D Felony,Drug,Other Drug,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,B Felony,Violent,Other Violent,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,B Felony,Violent,Other Violent,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,B Felony,Violent,Other Violent,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,C Felony,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,60,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,50,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
White - Hispanic,40,B Felony,Violent,Other Violent,Parole Granted,2JD,No,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Other,Other Violent,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,60,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,60,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,60,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,D Felony,Violent,Assault,Paroled w/Immediate Discharge,5JD,No,Yes,Female
Black - Non-Hispanic,40,Aggravated Misdemeanor,Public Order,Alcohol,Paroled w/Immediate Discharge,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Drug,Drug Possession,Parole Granted,6JD,No,Yes,Male
White - Non-Hispanic,50,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,C Felony,Property,Theft,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,missing,No,Yes,Female
Black - Non-Hispanic,50,C Felony,Violent,Sex,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,40,B Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,40,D Felony,Drug,Other Drug,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Paroled w/Immediate Discharge,7JD,Yes,Yes,Male
White - Hispanic,40,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,2JD,Yes,Yes,Female
American Indian or Alaska Native - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,6JD,Yes,Yes,Male
Black - Non-Hispanic,30,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Public Order,Other Public Order,Released to Special Sentence,5JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Female
Black - Non-Hispanic,50,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Theft,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,50,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Parole Granted,2JD,No,Yes,Female
White - Non-Hispanic,50,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,8JD,No,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Public Order,Alcohol,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,5JD,No,Yes,Male
American Indian or Alaska Native - Non-Hispanic,30,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Property,Burglary,Discharged - Expiration of Sentence,missing,Yes,No,Male
Black - Non-Hispanic,50,C Felony,Violent,Other Violent,Parole Granted,5JD,Yes,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,40,Aggravated Misdemeanor,Property,Theft,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,30,B Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Vandalism,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,C Felony,Violent,Sex,Released to Special Sentence,4JD,Yes,Yes,Male
White - Hispanic,50,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Parole Granted,3JD,Yes,Yes,Female
White - Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,20,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,60,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,60,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,30,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Hispanic,50,Aggravated Misdemeanor,Other,Other Criminal,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,50,B Felony,Violent,Murder/Manslaughter,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,20,D Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,60,C Felony,Drug,Trafficking,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,40,D Felony,Drug,Drug Possession,Paroled to Detainer - Iowa,3JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female
White - Non-Hispanic,20,C Felony,Property,Burglary,Paroled to Detainer - Iowa,6JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,30,D Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,20,D Felony,Property,Burglary,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,40,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Female
White - Non-Hispanic,60,Felony - Enhancement to Original Penalty,Violent,Sex,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,40,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Asian or Pacific Islander - Non-Hispanic,50,C Felony,Drug,Trafficking,Paroled to Detainer - INS,missing,No,Yes,Male
White - Non-Hispanic,40,D Felony,Public Order,OWI,Parole Granted,1JD,Yes,Yes,Male
White - Non-Hispanic,30,D Felony,Violent,Assault,Parole Granted,2JD,No,Yes,Male
White - Hispanic,40,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,missing,No,Yes,Male
White - Non-Hispanic,60,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,60,D Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - Iowa,5JD,Yes,Yes,Male
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,8JD,No,Yes,Female
White - Non-Hispanic,50,Aggravated Misdemeanor,Property,Theft,Parole Granted,8JD,No,Yes,Female
Black - Non-Hispanic,50,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,Yes,Yes,Male
White - Hispanic,30,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,30,D Felony,Public Order,Weapons,Parole Granted,5JD,No,Yes,Male
Black - Non-Hispanic,30,D Felony,Public Order,Weapons,Parole Granted,5JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,40,D Felony,Violent,Assault,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,40,D Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,40,C Felony,Property,Burglary,Parole Granted,1JD,No,Yes,Male
Black - Non-Hispanic,20,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,missing,Yes,No,Male
White - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Burglary,Paroled to Detainer - Out of State,missing,No,Yes,Female
White - Non-Hispanic,30,B Felony,Violent,Other Violent,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,20,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Female
White - Non-Hispanic,20,D Felony,Public Order,OWI,Paroled to Detainer - Iowa,3JD,No,Yes,Male
American Indian or Alaska Native - Non-Hispanic,40,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,60,B Felony,Violent,Murder/Manslaughter,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,60,B Felony,Violent,Murder/Manslaughter,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,C Felony,Property,Theft,Paroled w/Immediate Discharge,missing,No,Yes,Male
White - Non-Hispanic,60,D Felony,Drug,Trafficking,Parole Granted,6JD,Yes,Yes,Male
Black - Non-Hispanic,50,C Felony,Violent,Assault,Parole Granted,7JD,Yes,Yes,Male
White - Non-Hispanic,50,C Felony,Violent,Robbery,Paroled to Detainer - Out of State,missing,No,Yes,Male
White - Non-Hispanic,40,B Felony,Violent,Murder/Manslaughter,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
White - Non-Hispanic,20,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male
Black - Non-Hispanic,40,C Felony,Violent,Robbery,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Public Order,OWI,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,40,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Female
Black - Non-Hispanic,20,C Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
Black - Non-Hispanic,20,C Felony,Violent,Assault,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,40,D Felony,Public Order,Other Public Order,Parole Granted,8JD,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,8JD,Yes,Yes,Male
Black - Non-Hispanic,30,C Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,missing,No,Yes,Male
White - Non-Hispanic,30,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male
Black - Non-Hispanic,30,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,missing,No,No,Male
White - Non-Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male
Black - Non-Hispanic,50,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,4JD,Yes,Yes,Male
White - Non-Hispanic,40,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole Granted,3JD,No,Yes,Female
White - Non-Hispanic,40,B Felony,Violent,Murder/Manslaughter,Parole Granted,missing,No,Yes,Male
White - Non-Hispanic,40,D Felony,Property,Forgery/Fraud,Parole Granted,8JD,Yes,Yes,Male
White - Non-Hispanic,20,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male
Black - Non-Hispanic,60,Aggravated Misdemeanor,Violent,Assault,Parole Granted,1JD,No,Yes,Male
White - Non-Hispanic,20,Aggravated Misdemeanor,Public Order,OWI,Parole Granted,1JD,No,Yes,Male
White - Hispanic,20,D Felony,Drug,Trafficking,Parole Granted,3JD,Yes,Yes,Male
White - Non-Hispanic,50,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,50,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,50,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Female
White - Non-Hispanic,50,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,missing,No,No,Female
Black - Non-Hispanic,50,D Felony,Property,Burglary,Discharged - Expiration of Sentence,missing,No,No,Male
